Date,MAR,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,ATVI,AVGO,BIDU,BIIB,BMRN,CDNS,CDW,CERN,CHKP,CHTR,CMCSA,COST,CPRT,CSCO,CSX,CTAS,CTSH,CTXS,DLTR,DXCM,EA,EBAY,EXC,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,IDXX,ILMN,INCY,INTC,INTU,ISRG,KLAC,LBTYA,LBTYK,LRCX,LULU,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TMUS,TSLA,TTWO,TXN,ULTA,VRSK,VRSN,VRTX,WDAY,WDC,XEL,XLNX,SPRTRN
20151231,-0.054576,-0.110228,0.027116,-0.095895,-0.011709,-0.040019,-0.013335,0.068987,-0.005328,0.216102,0.007635,0.016682,-0.007617,-0.042601,0.027881,0.11606,-0.132725,0.067943,0.098459,-0.066816,-0.026176,0.009564,-0.067705,-0.022737,-0.07279,0.000496,-0.03699,-0.003486,-0.087232,-0.005896,-0.07061,-0.013304,0.023324,-0.036697,0.013719,-0.071308,0.016844,0.009666,0.005914,0.004029,-0.049667,-0.090818,-0.079634,-0.040959,0.021923,0.029653,0.043747,-0.050683,-0.009203,-0.036926,0.050267,0.043328,-0.001179,-0.00561,0.019437,0.09724,-0.03604,0.030921,-0.071381,-0.036544,0.020791,-0.111111,-0.019861,-0.07257,-0.134703,0.087484,0.039092,-0.098545,-0.039603,-0.025069,-0.060816,0.004618,0.024493,-0.002994,0.036868,-0.022153,0.069081,-0.009732,-0.089257,-0.011597,-0.07456,0.101972,0.042343,-0.014984,-0.056951,0.107784,0.025751,-0.023256,-0.027288,-0.048142,-0.029803,0.015984,-0.054739,-0.01753
20160129,-0.085919,-0.075242,-0.051203,-0.026392,-0.01924,-0.231577,0.004404,-0.234967,-0.054633,-0.233449,-0.059139,-0.131516,-0.046595,0.034584,-0.100491,-0.078815,-0.13632,-0.108667,-0.293433,-0.060067,-0.085395,-0.035898,-0.03158,-0.064118,-0.008329,-0.064272,-0.11839,-0.116185,-0.112909,-0.056343,0.054815,-0.068605,0.053095,-0.12967,-0.060754,-0.146288,0.064818,-0.187128,0.00098,0.072138,0.033895,-0.004774,-0.006996,-0.179761,-0.020991,-0.038124,-0.177108,-0.349378,-0.099565,-0.00715,-0.009722,-0.03403,-0.187677,-0.182978,-0.096071,0.182962,-0.037172,-0.038805,-0.140808,-0.093515,-0.00703,-0.221045,-0.121053,-0.197062,-0.166604,-0.13849,-0.111347,-0.112404,0.029516,-0.087162,0.035232,-0.006205,-0.092928,-0.226168,0.045531,0.012327,-0.265152,-0.090909,-0.059417,-0.212889,-0.102955,0.026329,-0.203367,-0.004018,-0.027367,-0.020703,-0.050468,-0.134615,-0.278789,-0.209212,-0.200999,0.064328,0.070258,-0.050735
20160229,0.116188,-0.001335,-0.044654,-0.008355,0.019256,0.105083,-0.001663,-0.035154,0.074788,-0.027273,-0.061874,-0.058739,-0.058623,-0.008929,-0.090465,0.001944,0.062167,-0.049952,0.106053,0.101738,0.032185,-0.119807,0.054054,0.047852,0.036259,-0.004566,0.126529,0.100462,0.056473,-0.022463,-0.099984,0.002697,-0.013158,-0.087262,-0.004725,0.014493,0.075414,0.030384,0.116617,-0.047144,0.011316,0.002214,0.001854,0.051205,-0.060812,0.043057,-0.048813,0.041667,-0.037718,0.011831,0.041065,0.018958,0.070619,0.079556,0.021034,0.010633,0.00087,-0.059629,0.035831,-0.070577,-0.069886,-0.036265,0.022754,0.017095,0.132695,-0.137889,0.074599,-0.047339,-0.002223,0.073757,0.054412,-0.014904,0.13079,-0.085863,-0.022751,-0.038835,-0.084597,0.005405,0.043124,-0.058112,-0.032066,-0.075965,0.003818,0.037176,0.0017,-0.088204,-0.002192,0.117593,-0.057961,-0.040628,-0.092747,0.034537,-0.054506,-0.004128
20160331,0.044461,0.127211,0.101585,0.117003,0.065533,0.126981,0.100863,-0.011222,0.122417,0.331776,0.053767,0.074423,0.077572,0.102944,0.076729,0.156901,0.10068,0.003469,0.007451,0.0942,0.048509,0.037211,0.052967,0.127367,0.058029,0.050323,0.08,0.087471,0.066694,0.069294,0.100386,0.112243,0.027539,0.043806,0.02911,0.002521,0.138774,0.037941,0.081917,0.067153,0.072676,0.043814,0.03738,0.057765,0.067615,0.07053,0.079007,-0.014014,0.093275,0.076262,0.067471,0.074845,0.04506,0.044494,0.130969,0.079388,0.083389,-0.005922,0.159591,0.062789,0.085495,-0.015052,0.086237,0.094422,0.098631,0.071391,0.136161,0.137984,0.051245,0.050983,0.061942,0.05482,0.006891,-0.061403,0.055566,0.025597,0.162305,0.061828,0.082458,0.122248,0.17231,0.032345,0.197155,0.04668,0.082988,0.172831,0.097199,0.047935,-0.070184,0.271133,0.096715,0.066262,0.004447,0.065991
20160429,-0.015313,-0.139921,0.004478,-0.048488,-0.014157,0.025896,-0.006879,0.000431,-0.033522,0.245614,0.055826,0.111094,0.014643,-0.037753,0.018617,-0.056634,0.017917,0.056354,0.026673,-0.016539,-0.072289,0.060045,-0.052589,0.048461,-0.000737,-0.057114,0.050773,-0.02529,0.059029,-0.000334,-0.069059,0.041486,-0.03335,-0.051981,-0.064438,0.023889,-0.021472,0.073734,-0.03898,0.0305,-0.047378,0.068085,0.085366,-0.039734,-0.069723,0.076992,-0.167294,-0.00276,-0.063988,-0.027113,0.04211,-0.039418,-0.02,-0.025559,-0.07506,-0.031901,0.008091,0.070788,0.059737,0.081272,-0.097049,0.026743,-0.02882,-0.119339,-0.127153,-0.020059,-0.002807,0.05193,-0.040123,-0.034994,0.077162,0.004684,-0.012124,0.045139,-0.019344,-0.058124,0.011114,0,-0.018993,0.062334,-0.142234,0.025587,0.04783,-0.092647,0,0.075049,-0.029279,-0.02417,0.061014,-0.024206,-0.134949,-0.042803,-0.091714,0.002699
20160531,-0.053503,0.071368,0.055721,0.046165,-0.006784,-0.025911,0.091979,0.083429,0.197851,0.287324,0.004106,0.095817,-0.018398,0.047502,0.138961,0.059074,-0.081112,0.053602,0.058692,0.065977,0.108247,-0.009441,0.025341,-0.067256,0.041804,0.004321,0.155696,0.056748,-0.024202,0.055915,0.052596,0.037634,0.135868,0.001709,0.240905,0.001228,-0.014306,-0.037056,-0.016243,0.010461,0.077876,-0.029217,-0.045605,-0.013037,0.06163,0.038174,0.072894,0.167981,0.051849,0.057191,0.013331,0.050186,-0.010072,-0.012841,0.0839,-0.007933,0.070992,0.035615,0.092962,0.040078,0.069982,0.183256,0.071109,0.139287,0.079949,0.269154,0.318182,0.107997,0.006662,0.04835,-0.049567,-0.017385,0.097585,0.058984,-0.059528,-0.020274,0.139515,0.017722,0.087332,0.105233,0.002993,0.088595,-0.072811,0.138385,0.062412,0.118734,0.023331,-0.01088,0.104458,0.01147,0.138872,0.033475,0.107707,0.015329
20160630,0.00636,-0.04266,-0.036996,-0.031795,0.051913,-0.070877,0.021819,-0.226242,-0.018428,0.124726,-0.03672,-0.00992,0.018519,-0.007702,0.009424,0.009977,-0.074997,-0.165361,-0.132181,-0.01699,-0.058271,0.053767,-0.062257,0.044304,0.029858,0.055589,-0.010099,-0.012392,-0.013243,0.035127,-0.068359,-0.056877,0.040866,0.230113,-0.012899,-0.042927,0.060986,-0.044408,-0.035629,-0.038128,0.03228,-0.068057,-0.063366,-0.036412,-0.059289,0.060409,-0.030726,-0.052482,0.038303,0.046409,0.042066,0.004388,-0.115862,-0.094949,0.018718,0.135784,-0.017802,0.026748,0.031648,0.0714,-0.034528,0.081761,-0.0598,-0.108121,-0.036819,0.086482,0.006207,-0.170918,0.025224,0.097381,-0.069596,0.054586,-0.024581,-0.124583,0.064139,0.040627,-0.000495,-0.017413,0.046642,-0.056919,-0.052127,0.011927,-0.049053,-0.025443,0.033828,0.04562,0.021287,0.011701,-0.076543,-0.015427,0.026214,0.090645,-0.026588,0.000906
20160729,0.078844,0.090063,0.02161,0.126942,-0.031784,0.098079,0.106766,0.101405,0.096788,0.33463,0.130661,0.060353,-0.015317,0.104929,0.013374,0.042342,-0.033606,0.19895,0.277892,-0.010288,0.071108,0.064676,-0.035141,0.027248,0.035818,0.064824,0.029178,0.073196,0.086273,0.093142,0.004368,0.112873,0.021753,0.162612,0.007392,0.331055,0.025302,0.097366,-0.030187,0.084529,0.014991,-0.008073,-0.015157,-0.047351,0.110808,0.010015,0.184998,0.127907,0.062805,-0.002867,0.051935,0.033584,0.091191,0.080279,0.067928,0.051313,0.096139,-0.033619,0.088221,-0.000498,0.10768,-0.001454,0.142617,-0.002514,0.079301,0.057189,0.214635,0.073398,0.07204,0.004034,0.136881,0.028129,0.168191,0.217307,0.090669,0.016282,0.18931,0.111392,0.001479,0.1543,0.0433,0.07095,0.106039,0.059599,0.119393,0.072115,0.051801,0.001735,0.127645,0.116111,0.00529,-0.017865,0.107305,0.03561
20160831,-0.00516,0.023606,0.045473,-0.013317,0.009668,0.133726,0.042064,-0.021306,0.138836,0.078717,-0.005639,0.01364,0.064123,-0.028006,0.030129,0.089147,0.071867,0.054151,-0.055623,0.057796,0.042569,0.034461,-0.001821,0.095116,-0.029591,-0.027987,0.011499,0.029807,0.004589,0.09546,-0.00087,-0.021654,-0.141136,-0.01236,0.064334,0.032092,-0.079453,-0.062323,0.008421,0.017589,-0.066238,-0.080651,-0.078829,-0.013716,-0.002263,0.201407,0.011963,-0.100987,0.037005,0.004145,-0.013424,-0.078325,-0.001892,-0.003877,0.039546,-0.014681,0.119159,0.023647,0.123595,-0.04196,0.020113,0.200146,0.006621,0.067945,0.312713,0.041514,0.07627,0.046736,-0.036748,0.023448,0.018823,-0.013014,0.016299,-0.076614,0.008814,-0.027907,-0.073034,-0.056948,0.094719,-0.068756,0.13814,0,-0.097023,0.081882,-0.003011,-0.053597,-0.026149,-0.1404,-0.02567,0.017399,-0.01768,-0.059573,0.067737,-0.001219
20160930,-0.051872,0.065504,0.060893,0.030211,-0.012025,0.073145,0.00915,-0.026379,0.010389,-0.066216,-0.019111,0.088603,-0.026081,0.028437,0.070824,-0.019215,0.064301,0.024212,-0.014592,0.003538,0.024188,-0.043229,0.011337,0.049609,0.016549,-0.059103,0.049784,0.008906,0.078501,-0.041784,-0.169394,-0.022706,-0.045586,-0.037655,0.051336,0.02301,-0.020882,0.069648,-0.030851,0.017047,-0.03474,0.002817,-0.005705,0.015438,0.01335,0.000444,0.079126,0.162639,0.051825,-0.012921,0.055957,0.006497,0.079937,0.071683,0.01811,-0.20298,0.003715,-0.020657,0.076279,-0.046007,0.002436,0.078229,-0.019401,0.011288,0.035559,0.135915,0.117052,0.158941,0.000571,-0.046151,-0.017714,0.018923,0.086095,0.024124,0.033098,-0.037169,0.212346,0.007246,0.001012,0.007555,0.017099,0.0082,-0.03764,0.037037,0.009203,-0.037337,-0.021313,0.050907,-0.077241,0.081378,0.263553,0.002901,0.002398,-0.001234
20161031,0.020347,0.004334,-0.00949,-0.005431,-0.012925,-0.000691,-0.08352,0.064958,-0.035489,0.04631,-0.153768,-0.056717,-0.013605,-0.036138,-0.025508,-0.012984,-0.028615,-0.104942,-0.129702,0.001958,-0.017931,-0.051336,0.08955,-0.074379,-0.063988,-0.030424,-0.020351,-0.02459,0.000328,-0.052664,0.076294,-0.004928,-0.042823,-0.107461,-0.080562,-0.133435,0.02343,0.10718,-0.059837,0.021205,-0.009953,0.066694,0.084641,-0.069388,0.009327,-0.049588,-0.250578,-0.077633,-0.076291,-0.008454,-0.072776,0.077464,-0.046226,-0.03753,0.022701,-0.061168,-0.025587,0.02369,-0.091691,-0.016824,0.040278,-0.034871,-0.007513,0.267073,-0.04718,0.067323,0.038529,-0.019704,-0.055942,-0.038189,-0.065669,-0.014434,0.003212,-0.141784,-0.027372,-0.019764,-0.04277,0,-0.000674,0.025733,0.010507,0.064426,-0.030878,-0.015306,0.009547,0.022523,0.003322,0.073875,-0.130146,-0.054641,-0.000513,0.009966,-0.063857,-0.019426
20161130,0.151092,-0.021578,-0.043717,0.164743,0.102918,0.004566,0.082984,-0.060613,0.110729,0.232365,0.027699,-0.049695,0.029338,-0.023575,-0.151957,0.001233,-0.056033,0.049575,0.063463,0.027365,0.144511,-0.150222,-0.026372,0.101725,0.124393,0.018192,0.042882,-0.028031,0.179613,0.08681,0.072639,0.022759,0.166909,-0.165516,0.00917,-0.024553,-0.036454,-0.038072,0.216008,-0.095962,0.062348,0.063282,0.070042,0.000951,-0.033778,0.098096,-0.022036,0.176153,0.002581,0.045429,-0.042168,0.070164,-0.039264,-0.042453,0.094569,-0.004541,0.098935,-0.082332,-0.060651,-0.069904,0.012183,0.138112,-0.000757,-0.063026,0.077195,-0.124946,0.297639,-0.0085,0.038043,0.067935,0.136016,-0.059212,-0.000873,0.099183,0.080748,0.097042,0.253578,0.098321,0.019727,-0.042698,0.002469,0.090086,-0.042128,0.109034,0.050529,0.066409,0.018761,-0.061533,0.075798,-0.027227,0.089322,-0.061131,0.067623,0.034174
20161230,0.049505,0.047955,0.001362,-0.021821,0.076338,0.019281,0.0331,-0.001958,0.002174,0.272727,0.014854,-0.000933,-0.016378,0.087947,-0.013657,0.042818,-0.015214,-0.035672,-0.032582,-0.040335,0.016589,-0.048413,0.025871,0.045803,-0.002661,0.066618,0.01261,0.013414,0.003351,0.008377,0.017248,0.029747,-0.124546,-0.085618,-0.006057,0.067602,0.091664,-0.08682,-0.008861,-0.028458,0.015867,-0.028867,-0.00249,-0.021981,0.018179,-0.00323,-0.038306,-0.019748,0.045245,0.008181,-0.014866,-0.014529,-0.023308,-0.024631,0.001509,0.140375,-0.030674,0.079534,-0.009695,-0.009162,0.031198,0.122376,-0.017825,0.05812,-0.035284,-0.03909,0.157701,-0.011498,0.014244,0.03274,0.037812,0.045255,-0.043006,-0.032038,-0.027445,-0.042263,-0.185774,-0.026258,-0.026786,-0.112287,-0.028497,0.060874,0.128247,0.001219,-0.012985,-0.017572,-0.02299,-0.035257,-0.097292,-0.2162,0.075243,0.052038,0.118377,0.018201
20170131,0.023222,0.047746,0.101311,0.031947,-0.017416,0.099041,-0.046187,0.068083,0.061357,-0.085538,0.071609,0.098164,0.008325,0.081996,0.113542,0.128585,0.064838,-0.022357,0.057822,0.032117,-0.011135,0.13384,0.169429,0.125139,0.092252,0.023983,0.024003,0.025149,0.291122,0.004759,-0.061396,0.02105,0.00013,0.325796,0.059294,0.072078,0.010989,0.073358,0.064283,0.132725,0.01082,0.137982,0.119115,0.01173,0.032352,0.043148,0.250391,0.208836,0.015164,0.037606,0.092278,0.081723,0.192547,0.182828,0.086352,0.038775,0.049883,-0.001128,0.187332,-0.039242,0.040393,0.099909,0.153228,0.136591,0.091863,0.179066,0.022859,-0.001633,-0.057972,-0.002135,0.053365,-0.008124,-0.180521,-0.021248,0.007774,-0.005403,0.141558,0.060674,0.068468,0.131183,0.232521,0.082768,0.178951,0.088456,0.042072,0.068016,0.01811,0.054424,0.165603,0.257225,0.173363,0.015233,-0.035945,0.017884
20170228,0.031797,0.133581,0.043747,0.099279,0.01614,0.060979,0.120733,0.004362,0.060438,0.394407,0.134031,0.026182,0.144757,0.002389,0.122358,0.057293,-0.005369,0.129578,0.071893,0.187092,0.146574,0.024763,0.001418,-0.002747,-0.00769,0.08344,0.042298,0.11263,0.050658,0.016364,0.12702,0.088399,-0.006607,-0.012508,0.036797,0.065033,0.03226,-0.020972,0.007045,0.040055,0.074188,-0.053531,-0.046526,-0.027191,0.033158,0.184828,0.045596,0.098094,-0.009777,0.057851,0.063968,0.06521,-0.021382,-0.001139,0.032039,-0.033328,0.082123,-0.00813,0.13744,-0.02723,-0.004331,-0.027789,0.003372,0.010092,0.091597,0.201497,-0.069243,0.05069,0.035993,0.018743,-0.003863,0.063596,0.067004,0.03955,0.037362,0.034408,0.089807,0.080509,0.135952,0.066886,0.033464,0.004175,-0.007701,0.062069,0.014297,0.004224,0.003388,0.028176,0.055316,-0.001926,-0.035746,0.057841,0.016323,0.037198
20170331,0.082653,0.04869,0.099628,0.000244,0.003313,0.00197,0.11629,-0.076267,0.073992,0.006224,-0.070583,0.04911,0.00103,0.091298,0.111456,0.042905,-0.009246,-0.052599,-0.065474,0.016181,-0.020204,0.069222,0.037913,0.013186,0.004543,-0.053561,0.047176,-0.011118,-0.041392,0.072282,0.004218,0.056238,0.023213,0.084058,0.034913,-0.009735,-0.019886,0.062248,0.029382,0.04803,-0.00078,0.088927,0.088569,-0.028944,0.007714,0.066717,0.019355,0.004282,-0.003591,-0.075335,0.039986,0.054927,0.004762,-0.001425,0.086637,-0.205179,0.017375,-0.0148,0.003557,0.114141,0.029384,0.232935,0.014898,0.039963,0.000478,-0.065725,0.073413,0.006711,-0.006882,-0.041029,0.005837,0.020226,0.015227,0.03751,-0.037183,0.026728,-0.042498,0.011788,0.009658,0.009072,0.033435,0.032944,0.113244,0.04019,0.051423,0.043156,-0.021466,0.056263,0.206687,0.00422,0.079995,0.025166,-0.015811,-0.000389
20170428,0.002548,-0.00007,0.027741,-0.070165,0.02051,0.041633,0.173568,0.053943,0.043959,-0.085911,-0.004571,0.043371,0.030785,0.00269,0.047934,0.008449,0.04469,-0.008083,0.09182,0.037261,0.023913,0.100255,0.01315,0.054503,0.046754,0.05862,-0.002099,0.016568,0.092159,-0.032164,0.011929,-0.02938,0.054932,-0.079901,0.059205,-0.004766,-0.037521,0.05984,-0.126214,0.057726,0.033215,-0.060415,-0.057116,0.009276,0.092097,0.084859,0.083333,-0.070248,0.002218,0.082421,0.090545,0.033133,-0.012545,-0.012272,0.128467,0.002506,0.024397,0.045265,0.08247,-0.017111,0.039478,-0.042561,-0.018016,0.0297,-0.04325,-0.065528,-0.042504,0.021739,-0.080381,0.006452,-0.006994,0.012694,-0.062783,0.002529,-0.013208,0.028601,0.086542,-0.038835,0.021766,0.032429,0.017963,0.041492,0.12853,0.060402,-0.010924,-0.013288,0.020582,0.020778,0.081847,0.049472,0.079244,0.013498,0.090171,0.009091
20170531,0.143614,0.067804,0.060715,0.125459,-0.020289,0.240924,0.078592,-0.232822,0.132233,-0.158647,-0.042432,0.075276,0.146786,0.001062,0.121148,0.084552,0.03257,-0.086427,-0.085559,0.078907,0.021154,0.009266,0.0773,0.00113,0.063792,0.058641,0.009385,-0.074552,0.069433,0.027844,0.113399,0.019768,-0.061254,-0.142637,0.195212,0.026639,0.05797,0.077326,-0.033796,0.008053,0.051536,-0.099129,-0.111984,-0.053392,0.065014,0.003935,-0.040571,0.040634,0.006432,0.123233,0.094285,0.064345,-0.136646,-0.141289,0.071246,-0.071731,0.106926,0.034644,0.201826,0.114147,0.025854,0.112035,0.090147,0.071419,0.01606,0.077132,0.385331,0.039244,-0.024461,0.006916,-0.05275,0.038798,0.076293,0.181652,-0.016615,0.06327,-0.06325,0.062626,0.015875,-0.047737,0.069882,0.00223,0.085777,0.221002,0.041803,0.083144,-0.023186,0.013945,0.044801,0.143936,0.011115,0.063485,0.062589,0.011576
20170630,-0.068184,-0.057214,-0.002961,-0.08757,0.006447,-0.097969,0.033884,0.241151,-0.099608,0.115281,0.109443,-0.026764,-0.036808,-0.012728,-0.017241,-0.022591,-0.038904,0.095209,0.036285,-0.046955,0.039049,0.017139,-0.026506,-0.025177,-0.062665,-0.113617,0.019237,-0.007295,0.0072,0.001271,-0.007622,-0.035861,-0.100129,0.094405,-0.067149,0.018076,-0.00661,0.035958,0.008339,-0.003169,-0.023467,0.03606,0.044985,0.098783,-0.058174,-0.041392,-0.021651,-0.026444,-0.065633,-0.055674,0.02262,-0.120096,0.05036,0.049125,-0.085648,0.236171,-0.073469,-0.068899,-0.087529,-0.017405,-0.01303,-0.029574,-0.060669,-0.083768,-0.010867,0.055657,0.001455,-0.004095,-0.096414,-0.038663,0.04892,-0.011808,-0.035795,0.069882,-0.094337,-0.08332,-0.19131,0.041905,-0.025912,-0.071032,-0.098469,-0.10086,0.060409,-0.043784,-0.067402,-0.057407,0.043021,0.031056,0.042638,-0.029806,-0.01066,-0.034857,-0.035827,0.004814
20170731,0.03868,0.032704,0.035704,0.015553,0.160551,0.098889,0.113975,0.128791,0.072622,0.090545,0.013238,0.020434,0.064678,0.153634,0.073128,0.058399,0.265515,0.06718,-0.034023,0.101821,0.014393,-0.031593,-0.030253,0.163456,0.039311,-0.008879,-0.009437,0.014058,-0.095675,0.069898,0.043976,-0.00754,0.030893,-0.089405,0.104238,0.023196,0.062933,0.050487,-0.005743,0.121009,0.050352,0.029422,0.026817,0.075021,0.023957,0.031223,0.001902,0.058613,0.051274,0.03569,0.00309,0.012239,0.054172,0.050994,0.127484,0.033015,0.037056,0.019217,0.149633,0.061795,0.054693,-0.058272,0.012027,0.215849,0.089139,0.035426,0.12417,0.00804,-0.066014,0.024763,0.036493,0.009698,-0.036762,0.000977,-0.041746,-0.074258,-0.023966,0.071298,0.049911,0.054843,0.092965,0.017156,-0.105473,0.083129,0.064344,-0.12574,0.034254,0.088318,0.178087,0.05268,-0.039278,0.031168,-0.01648,0.019349
20170831,-0.002687,0.106905,0.059185,0.05898,-0.104617,0.033126,0.056868,0.036916,0.020537,-0.04482,0.025271,-0.007269,-0.005635,0.039779,0.061185,0.021933,0.00751,0.093132,0.028041,0.06477,0.002365,0.052975,0.057572,0.016917,0.003955,-0.008012,0.038107,0.024165,0.021484,0.001186,0.023081,-0.009749,0.104883,0.120102,0.040774,0.011195,-0.003717,-0.049914,-0.00675,0.016071,-0.037276,-0.05542,-0.05189,0.100145,0.00949,-0.066262,0.176071,0.03091,-0.003595,0.030901,0.07078,0.017813,0.004135,0.007934,0.040888,-0.066353,0.088981,-0.076329,-0.103842,0.058199,0.033838,0.136913,0.034771,-0.038258,-0.109627,-0.111186,0.043505,0.023838,-0.03999,-0.014175,-0.027319,-0.000643,-0.00658,0.01074,0.05658,0.020934,0.040198,-0.017065,0.050281,0.11798,0.007724,0.049465,0.100257,0.230372,0.017695,-0.120218,-0.071167,0.025502,0.057436,0.074234,0.037007,0.04629,0.049794,0.000546
20170929,0.064491,-0.060244,-0.038541,0.035258,0.032122,-0.019221,0.053921,-0.014887,0.154477,-0.019231,0.048827,-0.019631,-0.047275,0.095259,-0.016016,-0.033761,0.086121,-0.010867,0.031933,0.004581,0.040681,0.052228,0.019219,-0.088122,-0.05245,0.048169,0.051392,0.044086,0.080876,0.068662,0.025011,-0.017773,0.090156,-0.344257,-0.028313,0.064489,-0.005281,-0.029792,0.068198,-0.006396,0.042438,-0.041697,-0.037332,-0.025923,0.021058,0.000386,-0.025726,-0.150426,0.085828,0.004878,0.041018,0.131391,-0.002647,-0.009991,0.117544,0.081668,0.034332,0.005411,0.00236,-0.010211,-0.003745,0.230216,0.022503,0.038006,0.131919,-0.043612,0.055064,0.001151,0.098098,0.051376,0.090607,-0.037155,-0.008227,-0.100181,0.107442,-0.020962,0.035789,-0.04,0.001368,-0.009837,-0.03284,-0.047133,-0.041585,0.045403,0.082347,0.02285,0.026403,0.025446,-0.052946,-0.039201,-0.015521,-0.036768,0.072207,0.019303
20171031,0.083621,0.096808,0.174152,0.059534,0.063483,0.11313,0.282976,-0.147052,0.083317,-0.138431,-0.060231,0.149717,0.113909,0.055783,0.015191,0.088109,-0.01514,-0.004663,-0.117976,0.093489,0.060606,-0.053281,0.032363,-0.080485,-0.059576,-0.019539,0.055863,0.024086,-0.070586,0.032991,0.043149,0.075371,0.051025,-0.080838,0.013044,-0.021321,0.067428,-0.133945,0.037516,0.053784,0.003644,-0.013183,-0.008719,-0.074796,0.059983,0.068686,0.03007,-0.029895,0.19459,0.065217,0.076682,0.027264,-0.090239,-0.085933,0.127162,-0.011888,0.055915,0.018938,-0.071911,0.048507,0.11666,0.126621,0.101237,0.083154,0.019653,0.068648,0.15685,0.035016,-0.020523,0.072215,-0.008432,-0.010769,-0.016011,-0.099526,-0.016726,0.021039,0.126815,-0.014493,0.074382,0.013097,0.11737,-0.030652,-0.028056,0.082363,0.085565,-0.107361,0.022358,0.010621,-0.038214,0.053136,0.033218,0.046492,0.040378,0.022188
20171130,0.065701,0.02035,0.036024,-0.051917,-0.015483,-0.122119,0.09164,-0.082317,-0.063087,-0.008648,0.009074,0.064662,0.083973,-0.028935,-0.047183,0.053162,-0.021973,0.033723,0.045194,0.017377,0.003143,0.046949,-0.114009,-0.02382,0.04191,0.148063,0.189308,0.09224,0.109459,0.06723,-0.042817,0.060767,0.126137,0.299311,-0.110786,-0.078905,0.045449,-0.014921,0.115393,-0.015995,0.015607,0.223969,0.221415,-0.002401,0.004692,-0.058735,0.121059,-0.125916,-0.008299,0.041054,0.065058,-0.055653,0.029498,0.031449,-0.077864,0.088603,-0.07856,0.036447,0.144938,0.081823,0.016951,-0.043331,0.002855,-0.045054,0.272175,0.168523,-0.02877,-0.031269,0.119744,0.055181,-0.016032,0.064365,0.311704,-0.101237,0.200031,0.05981,-0.006198,0.013051,0.044614,0.190044,-0.077288,0.02175,-0.06841,0.008134,0.006205,0.098717,0.133686,0.070499,-0.013267,-0.071988,-0.116612,0.042205,-0.051974,0.028083
